,company,alt_company_name,company_location,review_year,country_bean_origin,intra_country_prod,specific_bean_origin_or_bar_name,percent_cocoa,num_ingredients,beans,sugar,sweetener_other,cocoa_butter,vanilla,lecithin,salt,characteristics,rating,continent
1286,Krak,,Netherlands,2017,Belize,0,Belize,0.7,2,1,1,0,0,0,0,0,"gritty, sour, berries",3.0,Europe
1287,Krak,,Netherlands,2017,Vietnam,0,Vietnam,0.7,2,1,1,0,0,0,0,0,"sticky, molasses, sour",3.0,Europe
1288,Krak,,Netherlands,2017,Mexico,0,Xoconusco,0.7,2,1,1,0,0,0,0,0,"medium roast, nutty",3.25,Europe
1289,Krak,,Netherlands,2018,Madagascar,0,Mava Sa Ferme D'ottange,0.7,2,1,1,0,0,0,0,0,"roasty, nutty",3.0,Europe
1290,Krak,,Netherlands,2018,Philippines,0,Kablon Farm,0.7,2,1,1,0,0,0,0,0,"nuts, dried fruit, grassy",3.25,Europe
1291,Krak,,Netherlands,2018,Mexico,0,"Xoconusco, triple turned",0.7,2,1,1,0,0,0,0,0,"intense, high acidity",3.75,Europe
1292,Krak,,Netherlands,2019,Colombia,0,H. Betulia B6,0.7,2,1,1,0,0,0,0,0,"light color,",3.0,Europe
1293,Krak,,Netherlands,2019,Papua New Guinea,0,Gazelle,0.7,2,1,1,0,0,0,0,0,"astringent, smomkey cocoa",3.25,Europe
1294,Kto,,U.S.A.,2014,Peru,0,San Martin,0.72,2,1,1,0,0,0,0,0,"intense, pungent, tangy",2.5,North America
1295,Kto,,U.S.A.,2014,Venezuela,0,Ocumare,0.72,3,1,1,0,1,0,0,0,"nutty, pungent, sour",2.75,North America
1296,Kto,,U.S.A.,2014,Belize,0,Belize,0.72,3,1,1,0,1,0,0,0,"nutty, sour milk",3.0,North America
1297,Kto,,U.S.A.,2014,Madagascar,0,Sambirano Valley,0.72,3,1,1,0,1,0,0,0,"strawberry, intense, sour",3.25,North America
1298,Kto,,U.S.A.,2014,Belize,0,Belize,0.9,2,1,1,0,0,0,0,0,"intense, spicy, pungent",3.25,North America
1299,Kto,,U.S.A.,2014,Dominican Republic,0,Elvesia,0.72,3,1,1,0,1,0,0,0,"spicy, molasses, earthy",3.25,North America
1300,Kto,,U.S.A.,2014,Dominican Republic,0,ROIG,0.72,3,1,1,0,1,0,0,0,"earthy, fatty, tea",3.25,North America
1301,K'ul,,U.S.A.,2016,Peru,0,"Maranon, Fortunato No. 4",0.7,4,1,1,0,1,0,1,0,"astringent, unbalanced, off",2.75,North America
1302,K'ul,,U.S.A.,2016,Haiti,0,"Kafupbo, Petit Bourg, De Borgnes",0.7,4,1,1,0,1,0,1,0,"spicy, vanilla, dairy",3.25,North America
1303,K'ul,,U.S.A.,2016,Brazil,0,"Bahia, Fazenda Camboa",0.7,4,1,1,0,1,0,1,0,"creamy, mild flavors",3.75,North America
1304,K'ul,,U.S.A.,2016,Ecuador,0,"Los Rios, Hacienda Limon, Heirloom",0.7,4,1,1,0,1,0,1,0,oranges,3.75,North America
1305,Kyya,,U.S.A.,2014,Uganda,0,Uganda,0.725,5,1,1,0,1,1,0,1,"vanilla, earth, cardboard",2.5,North America
1306,Kyya,,U.S.A.,2014,Ecuador,0,Ecuador,0.725,5,1,1,0,1,1,0,1,"intense, bourbon, vanilla",2.5,North America
1307,Kyya,,U.S.A.,2014,Dominican Republic,0,Hispaniola,0.725,5,1,1,0,1,1,0,1,"vanilla, candy-like, sour milk",3.0,North America
1308,Kyya,,U.S.A.,2014,Madagascar,0,Madagascar,0.725,5,1,1,0,1,1,0,1,mild vanilla and mild fruit,3.0,North America
1309,L.A. Burdick (Felchlin),,U.S.A.,2009,Bolivia,0,Bolivian,0.68,5,1,1,0,1,1,1,0,"rich, spice, cheese",3.0,North America
1310,L.A. Burdick (Felchlin),,U.S.A.,2009,Madagascar,0,Madagascar,0.64,5,1,1,0,1,1,1,0,"smooth, rich, lemon",3.5,North America
1311,L.A. Burdick (Felchlin),,U.S.A.,2010,Venezuela,0,Venzuela,0.71,5,1,1,0,1,1,1,0,"cocoa, nutty, acidic, burning",3.0,North America
1312,L.A. Burdick (Felchlin),,U.S.A.,2010,Grenada,0,Grenada,0.75,5,1,1,0,1,1,1,0,"creamy, cocoa, spice",3.25,North America
1313,L.A. Burdick (Felchlin),,U.S.A.,2010,Dominican Republic,0,Dominican Republic,0.74,5,1,1,0,1,1,1,0,"simple, rich hot cocoa",3.75,North America
1314,L.A. Burdick (Felchlin),,U.S.A.,2011,Ecuador,0,Quito,0.74,5,1,1,0,1,1,1,0,"spicy, roasty, coffee",3.75,North America
1315,L.A. Burdick (Felchlin),,U.S.A.,2012,Peru,0,Peru,0.74,5,1,1,0,1,1,1,0,"floral, soapy, earthy",3.25,North America
1316,L.A. Burdick (Felchlin),,U.S.A.,2012,Venezuela,0,Chuao,0.68,5,1,1,0,1,1,1,0,"berry, rich cocoa dominates",3.75,North America
1317,L.A. Burdick (Felchlin),,U.S.A.,2012,Brazil,0,Brazil,0.7,5,1,1,0,1,1,1,0,"creamy, woody, nutty",4.0,North America
1318,La Cascade du Chocolat,,U.S.A.,2019,Fiji,0,"Fiji, batch 51019",0.68,3,1,1,0,1,0,0,0,"unrefined, sweet, basic cocoa",3.0,North America
1319,La Chocolaterie Nanairo,,Japan,2016,Peru,0,"Lumas, 2015 Harvest, Batch 6, brown sugar",0.7,0,0,0,0,0,0,0,0,"molasses, cardboard, off note",2.25,Asia
1320,La Chocolaterie Nanairo,,Japan,2016,Peru,0,"Lumas, 2015 Harvest, Batch 7",0.7,0,0,0,0,0,0,0,0,"metallic, cardboard, fruit",2.5,Asia
1321,La Chocolaterie Nanairo,,Japan,2016,Belize,0,"Belize, 2014 Harvest, Batch 9",0.7,0,0,0,0,0,0,0,0,"nutty, fatty",3.0,Asia
1322,La Chocolaterie Nanairo,,Japan,2016,Peru,0,"Tumbes, 2013 Harvest, Batch 8",0.7,0,0,0,0,0,0,0,0,"grit, earthy, musty",3.0,Asia
1323,La Chorena,,U.S.A.,2018,Dominican Republic,0,Oko Caribe,0.7,2,1,1,0,0,0,0,0,"anise, spicy, earthy",3.0,North America
1324,La Chorena,,U.S.A.,2018,Peru,0,Maranon,0.75,2,1,1,0,0,0,0,0,"earthy, molasses, dried fruit",3.0,North America
1325,La Chorena,,U.S.A.,2018,Belize,0,"Maya Mtn, Toledo",0.7,4,1,1,0,1,0,1,0,"molasses, high acidity",3.25,North America
1326,La Chorena,,U.S.A.,2018,Guatemala,0,"Lachua, Cacao Verapaz",0.7,2,1,1,0,0,0,0,0,"tart, molasses, grits",3.25,North America
1327,La Feverie (Hasnaa),,France,2018,Belize,0,"Maya Mtn, 2017 harvest",0.7,2,1,1,0,0,0,0,0,"fruit, cocoa, grape",3.5,Europe
1328,La Feverie (Hasnaa),,France,2018,Guatemala,0,"Asochivite, 2017 harvest",0.7,2,1,1,0,0,0,0,0,"dry, melon, cocoa",3.5,Europe
1329,La Feverie (Hasnaa),,France,2019,Peru,0,"Piura Blanco, 2018 harvest",0.72,2,1,1,0,0,0,0,0,"sandy, grapes",3.5,Europe
1330,La Maison du Chocolat (Valrhona),,France,2008,Blend,0,"Cuana, 2008, Ven., Indonesia, Ecuad.",0.74,4,1,1,0,1,0,1,0,"roasty, dark berry, rich",3.5,Europe
1331,La Maison du Chocolat (Valrhona),,France,2009,Blend,0,Kuruba,0.6,4,1,1,0,1,0,1,0,"rich, sweet, cocoa, intense",3.0,Europe
1332,La Maison du Chocolat (Valrhona),,France,2009,Ghana,0,Akosombo,0.68,4,1,1,0,1,0,1,0,"rich cocoa, burning sensation",3.25,Europe
1333,La Maison du Chocolat (Valrhona),,France,2009,Venezuela,0,"Porcelana, Pariguan",0.69,4,1,1,0,1,0,1,0,"nutty, grassy, rich cocoa",3.5,Europe
1334,La Maison du Chocolat (Valrhona),,France,2009,Blend,0,Orinoco,0.6,4,1,1,0,1,0,1,0,"cocoa, caramel, sweet",3.75,Europe
1335,La Maison du Chocolat (Valrhona),,France,2011,Grenada,0,Grenada,0.68,4,1,1,0,1,0,1,0,"rich, vegetal, banana, spice",3.5,Europe
1336,La Maison du Chocolat (Valrhona),,France,2012,Dominican Republic,0,Loma Sotavento,0.66,4,1,1,0,1,0,1,0,"nutty, pear, sour milk",3.5,Europe
1337,La Maison du Chocolat (Valrhona),,France,2013,Blend,0,"Cuana, 2013, Africa, Carribean, C. Am.",0.74,4,1,1,0,1,0,1,0,"brownie, cocoa, sour, sweet",2.75,Europe
1338,La Maison du Chocolat (Valrhona),,France,2013,Tobago,0,Tobago,0.6,4,1,1,0,1,0,1,0,"creamy, rich, dairy, nutty",3.25,Europe
1339,La Maison du Chocolat (Valrhona),,France,2013,Ecuador,0,"Acarigua, w/ nibs",0.56,4,1,1,0,1,0,1,0,"sweet, nutty, cocoa",3.25,Europe
1340,La Oroquidea,,Peru,2011,Peru,1,Peruvian Amazon,0.72,0,0,0,0,0,0,0,0,"peanut butter, burnt rubber",2.5,South America
1341,La Pepa de Oro,,Ecuador,2011,Ecuador,1,Vinces,0.6,0,0,0,0,0,0,0,0,"sweet, fudgey, tang",3.25,South America
1342,La Rifa,,Mexico,2018,Mexico,1,"Xoconusco, Chiapas, Coop CASFA",0.7,2,1,1,0,0,0,0,0,"mild hammy, roasty, sour",3.0,North America
1343,La Rifa,,Mexico,2018,Mexico,1,"Almendra Blanca, Blanco Marfil, Jimenez Garcia",0.7,2,1,1,0,0,0,0,0,"rich cocoa, mild fruit & nut",3.5,North America
1344,La Rifa,,Mexico,2018,Mexico,1,"Uranga, Chiapas, Jimenez Garcia farm",0.7,2,1,1,0,0,0,0,0,"citrus,prononced orange",3.5,North America
1345,Laia,Chat-Noir,France,2014,Cuba,0,Cuba,0.7,4,1,1,0,1,0,1,0,"fatty, roasty, coffee, off note",2.75,Europe
1346,Laia,Chat-Noir,France,2014,Blend,0,Trinidad-Tobago,0.68,4,1,1,0,1,0,1,0,"nutty, woody, leathery",2.75,Europe
1347,Laia,Chat-Noir,France,2015,Madagascar,0,"Madagascar, Batch 59/100",0.75,4,1,1,0,1,0,1,0,"roasty, sour, cardboard",2.75,Europe
1348,Laia,Chat-Noir,France,2015,Vietnam,0,"Vietnam, Batch 50/100",0.75,4,1,1,0,1,0,1,0,"gritty, roasty, waxy, off",2.75,Europe
1349,Laia,Chat-Noir,France,2015,Cuba,0,"Cuba, Batch 59/100",0.75,4,1,1,0,1,0,1,0,"slight burnt, astringent, fruit",3.0,Europe
1350,Laia,Chat-Noir,France,2015,Ivory Coast,0,"Ivory Coast, Batch 56/100",0.75,4,1,1,0,1,0,1,0,"roasty, nutty, rich cocoa",3.0,Europe
1351,Laia,Chat-Noir,France,2015,Peru,0,"Peru, Batch 51/100",0.75,4,1,1,0,1,0,1,0,"sandy, fatty, roasty, fruit",3.25,Europe
1352,Laia,Chat-Noir,France,2015,Brazil,0,"Bahia, Batch 148",0.75,4,1,1,0,1,0,1,0,"smokey, rich cocoa, spice",3.25,Europe
1353,Laia,Chat-Noir,France,2015,Sao Tome,0,"Sao Tome, Batch 151",0.75,4,1,1,0,1,0,1,0,"rich, roasty, nutty, smoke",3.5,Europe
1354,Laia,Chat-Noir,France,2015,Vietnam,0,"Lam Dong, Batch 153",0.75,4,1,1,0,1,0,1,0,"creamy, mild honey, floral",3.75,Europe
1355,Lajedo do Ouro,,Brazil,2012,Brazil,1,Catongo,0.7,0,0,0,0,0,0,0,0,"floral, caramel",3.5,South America
1356,Lake Champlain (Callebaut),,U.S.A.,2009,Tanzania,0,Tanzania,0.75,0,0,0,0,0,0,0,0,"dry, roasty, toffee",2.5,North America
1357,L'Amourette,,U.S.A.,2012,Venezuela,0,Carenero Superior,0.75,5,1,1,0,1,1,1,0,"chalky, fatty, sweet",3.0,North America
1358,L'Amourette,,U.S.A.,2012,Venezuela,0,Rio Caribe,0.75,5,1,1,0,1,1,1,0,"chalky, cocoa, tangy",3.0,North America
1359,L'Amourette,,U.S.A.,2012,Blend,0,"Peru, Ecuador, Venezuela",0.72,5,1,1,0,1,1,1,0,"fatty, nutty, woody",3.0,North America
1360,L'Amourette,,U.S.A.,2016,Nicaragua,0,Rugoso,0.8,2,1,1,0,0,0,0,0,"spicy, grassy, roasty",3.5,North America
1361,Land,,U.K.,2018,Nicaragua,0,Nueva Guinea,0.71,3,1,1,0,1,0,0,0,"simple, earthy, cocoa",3.0,Europe
1362,Land,,U.K.,2018,Honduras,0,San Pedro Sula,0.7,3,1,1,0,1,0,0,0,"sandy, rich cocoa",3.25,Europe
1363,Land,,U.K.,2018,Nicaragua,0,"Nicaliso, Bocay",0.73,3,1,1,0,1,0,0,0,"complex, dairy, roasty",3.5,Europe
1364,Landmark (Amano),,U.S.A.,2017,Bolivia,0,"Tranquilidad, Itinez Province",0.74,3,1,1,0,1,0,0,0,"well balanced, melon",3.75,North America
1365,Legast,,Belgium,2019,Colombia,0,"Chucuri, finca los lagos el Carmen",0.7,3,1,1,0,1,0,0,0,"sandy, off, hammy",2.75,Europe
1366,Legast,,Belgium,2019,Costa Rica,0,Upala,0.7,3,1,1,0,1,0,0,0,"base cocoa, mild ham, woody",3.25,Europe
1367,Legast,,Belgium,2019,Peru,0,Piura,0.7,3,1,1,0,1,0,0,0,"sandy, light color, grape",3.5,Europe
1368,Letterpress,,U.S.A.,2014,Peru,0,Maranura,0.7,2,1,1,0,0,0,0,0,"intense, sticky, cocoa",3.5,North America
1369,Letterpress,,U.S.A.,2015,Costa Rica,0,San Andres,0.7,2,1,1,0,0,0,0,0,"roasty, black pepper, woody",3.0,North America
1370,Letterpress,,U.S.A.,2015,Bolivia,0,Beniamo,0.7,2,1,1,0,0,0,0,0,"dried fruit, nutty, mushroom",3.25,North America
1371,Letterpress,,U.S.A.,2015,Dominican Republic,0,"La Red, Guaconejo",0.7,2,1,1,0,0,0,0,0,"red fruit, brownie",3.25,North America
1372,Letterpress,,U.S.A.,2015,Trinidad,0,"San Juan Estate, Gran Couva",0.7,2,1,1,0,0,0,0,0,"cocoa, spice, fruit",3.5,North America
1373,Letterpress,,U.S.A.,2015,Tanzania,0,Kokoa Kamili,0.7,2,1,1,0,0,0,0,0,"subtle, spicy, banana",3.5,North America
1374,Letterpress,,U.S.A.,2016,Liberia,0,Liberia,0.7,2,1,1,0,0,0,0,0,"floral, black licorice",3.25,North America
1375,Letterpress,,U.S.A.,2017,Belize,0,"Maya Mtn, Batch 18, Heirloom",0.7,2,1,1,0,0,0,0,0,"smokey, mild berry",3.25,North America
1376,Letterpress,,U.S.A.,2017,Honduras,0,"La Masica, Batch 7, FHIA",0.7,2,1,1,0,0,0,0,0,"strong raspberry, mocha",3.5,North America
1377,Letterpress,,U.S.A.,2017,Peru,0,Ucayali,0.7,3,1,1,0,1,0,0,0,"mild, licorice, coffee, cocoa",4.0,North America
1378,Letterpress,,U.S.A.,2018,Ghana,0,Ashanti,0.7,3,1,1,0,1,0,0,0,brownie,3.75,North America
1379,Letterpress,,U.S.A.,2019,Jamaica,0,"Bachelor's Hall, batch 0001",0.7,3,1,1,0,1,0,0,0,"woody, mocha, molasses",3.25,North America
1380,Letterpress,,U.S.A.,2019,Bolivia,0,"Tranquilidad, beniano",0.7,3,1,1,0,1,0,0,0,"spoiled milk, sweet, molasses",3.25,North America
1381,Letterpress,,U.S.A.,2021,Sao Tome & Principe,0,"Satocao, limited ed., batch 2",0.7,3,1,1,0,1,0,0,0,"buttery, sunflower, astringent",3.5,North America
1382,Letterpress,,U.S.A.,2021,U.S.A.,1,"Maui Kuia E., Hawaii, 2018-2019 h., batch 1",0.7,3,1,1,0,1,0,0,0,home baked banana nut bread,3.75,North America
1383,Levy,,Finland,2014,Madagascar,0,Sambirano,0.71,3,1,1,0,1,0,0,0,"sandy, citrus",3.5,Europe
1384,Lilla,,Finland,2016,Madagascar,0,Madagascar,0.7,2,1,1,0,0,0,0,0,"sweet edge, bright fruit, off",3.0,Europe
1385,Lillie Belle,,U.S.A.,2012,Blend,0,"Purple Haze, Venezuela, Dom. Rep.",0.75,2,1,1,0,0,0,0,0,"grits, roasted, nutty",2.75,North America
1386,Lillie Belle,,U.S.A.,2012,Dominican Republic,0,"The Other One, Grand Cru",0.74,2,1,1,0,0,0,0,0,"fatty, roasty, cocoa",3.0,North America
1387,Lillie Belle,,U.S.A.,2012,Peru,0,Perfect Illusion,0.65,2,1,1,0,0,0,0,0,"creamy, strawberry, cocoa",3.5,North America
1388,Lillie Belle,,U.S.A.,2012,Bolivia,0,"Bolivia, Wild Thing",0.68,2,1,1,0,0,0,0,0,"fatty, nutty, melon like",3.5,North America
1389,Lillie Belle,,U.S.A.,2012,Bolivia,0,Wild Thing,0.68,2,1,1,0,0,0,0,0,"fatty, grassy, cocoa",3.5,North America
1390,Lillie Belle,,U.S.A.,2012,Peru,0,La Selva,0.68,2,1,1,0,0,0,0,0,"rich cocoa, spicy edge",3.75,North America
1391,Lindt & Sprungli,,Switzerland,2007,Blend,0,Excellence (US Version),0.85,4,1,1,0,1,1,0,0,"harsh burnt, mild cocoa, tang",3.0,Europe
1392,Lirio,,U.S.A.,2020,Sierra Leone,0,"Gola Rainforest, batch 920",0.72,2,1,1,0,0,0,0,0,"grassy, rubbery, chemical",2.5,North America
1393,Lirio,,U.S.A.,2020,India,0,"Anamalai, batch 970",0.72,2,1,1,0,0,0,0,0,"basic cocoa, dirty/burnt edge",3.0,North America
1394,Lirio,,U.S.A.,2020,Vietnam,0,"Tien Giang, batch 970",0.72,2,1,1,0,0,0,0,0,"spicy, sweet, cocoa",3.0,North America
1395,Loiza,,Puerto Rico,2013,Puerto Rico,1,Puerto Rico,0.65,5,1,1,0,1,1,1,0,"black pepper, vanilla, harsh",2.5,North America
1396,Lonohana,,U.S.A.,2013,U.S.A.,1,"O'ahu Island, Opaeula Estate, Nene, CG Exclusive",0.71,4,1,1,0,1,1,0,0,"aluminum, mild coffee, roasty",3.0,North America
1397,Lonohana,,U.S.A.,2013,U.S.A.,1,"O'ahu Island, Opaeula Estate, Ele'ele",0.72,4,1,1,0,1,1,0,0,"strong, brandy, smoke",3.0,North America
1398,Lonohana,,U.S.A.,2013,U.S.A.,1,"Hawai'i Island, Hawaiian Crown, Kona Vanilla",0.7,4,1,1,0,1,1,0,0,"sandy, floral, vanilla, candy",3.5,North America
1399,Lonohana,,U.S.A.,2014,U.S.A.,1,"O'ahu Island, Haleiwa E, 2014",0.65,4,1,1,0,1,1,0,0,"sweet, candy-like, nutty",3.25,North America
1400,Lonohana,,U.S.A.,2014,U.S.A.,1,"O'ahu Island, Haleiwa, Lonohana E., Kanahiku",0.7,2,1,1,0,0,0,0,0,"spicy, candied, complex",3.75,North America
1401,Lonohana,,U.S.A.,2014,U.S.A.,1,"O'ahu Island, Haleiwa E, 2014",0.75,4,1,1,0,1,1,0,0,"dairy, pudding",3.75,North America
1402,Loon,,U.S.A.,2021,Bolivia,0,Alto Beni,0.7,3,1,1,0,1,0,0,0,"sweet, sl. smokiness, fruit",2.75,North America
1403,Loon,,U.S.A.,2021,Belize,0,Maya Mountain,0.75,3,1,1,0,1,0,0,0,"cherry, fatty, cocoa",3.0,North America
1404,Love Bar,,U.S.A.,2015,Nicaragua,0,Nicaragua,0.75,2,1,1,0,0,0,0,0,"multiple off flavors, metallic",2.0,North America
1405,Love Brown,,Taiwan,2018,Nicaragua,0,Medalla,0.75,2,1,1,0,0,0,0,0,potting soil,2.5,Asia
1406,Love Brown,,Taiwan,2018,Sumatra,0,Sumatra,0.7,2,1,1,0,0,0,0,0,"smokey, earthy, cocoa",3.0,Asia
1407,Love Brown,,Taiwan,2018,Nicaragua,0,O'Payo,0.8,2,1,1,0,0,0,0,0,"nutty, mild dairy",3.25,Asia
1408,Love Brown,,Taiwan,2018,Nicaragua,0,Chuno,0.78,2,1,1,0,0,0,0,0,intense mocha flavor,3.5,Asia
1409,Luisa Abram,,Brazil,2017,Brazil,1,"Rio Purus, 2016 Harvest",0.81,2,1,1,0,0,0,0,0,"oily, burnt, earthy",3.25,South America
1410,Luisa Abram,,Brazil,2018,Brazil,1,"Rio Acara, Wild Amazon",0.7,2,1,1,0,0,0,0,0,"rustic, basic cocoa, earthy",3.0,South America
1411,Luisa Abram,,Brazil,2021,Brazil,1,Wild Jurua (limited edition for Caputo's),0.7,3,1,1,0,1,0,0,0,"mild sweet honey, rum, off",3.25,South America
1412,Luisa's Vegan,,U.K.,2020,Papua New Guinea,0,Karkar Island,0.72,3,1,1,0,1,0,0,0,"smoke, fruit, ham, fatty",3.25,Europe
1413,Luker,,Colombia,2010,Blend,0,"Selva, Colombia, Ecuador",0.46,5,1,1,0,1,1,1,0,"very sweet, caramel, candy",2.75,South America
1414,Luker,,Colombia,2010,Blend,0,"Macondo, Colombia, Ecuador",0.6,5,1,1,0,1,1,1,0,"sticky, marshmallow, cocoa",3.0,South America
1415,Luker,,Colombia,2010,Blend,0,"Misterio, Colombia, Ecuador",0.58,5,1,1,0,1,1,1,0,"watered down coffee, cocoa",3.0,South America
1416,Luker,,Colombia,2010,Colombia,1,Santander,0.65,5,1,1,0,1,1,1,0,"marshmallow, rich brownie",3.5,South America
1417,Lumineux,,U.S.A.,2020,India,0,"Kerala State, GoGround, batch 88",0.72,3,1,1,0,1,0,0,0,"deep cocoa, sl. pungent, sandy",3.0,North America
1418,Lumineux,,U.S.A.,2020,Madagascar,0,"Bejofo E., Sambirano, batch 115",0.73,3,1,1,0,1,0,0,0,"roasted pear, cocoa, sour",3.25,North America
1419,Lumineux,,U.S.A.,2020,Tanzania,0,"Kilombero Valley, batch 74",0.75,3,1,1,0,1,0,0,0,"fatty, dominant roast, spice",3.25,North America
1420,Lumineux,,U.S.A.,2020,Uganda,0,"Semuliki Forest, Latitude Trading Co, batch 100",0.68,3,1,1,0,1,0,0,0,"candied, sweet cocoa, roasty",3.25,North America
1421,Lumineux,,U.S.A.,2020,Ivory Coast,0,"Cote d'Ivoire, batch 83",0.67,3,1,1,0,1,0,0,0,"spice, coconut",3.5,North America
1422,Machu Picchu Trading Co.,,Peru,2010,Peru,1,Peru,0.55,0,0,0,0,0,0,0,0,"extremely sweet, vanilla",2.25,South America
1423,Machu Picchu Trading Co.,,Peru,2011,Peru,1,Peru,0.7,0,0,0,0,0,0,0,0,"vanilla, strong chemical",1.5,South America
1424,MaDe Atlantic City Chocolate Bar,,U.S.A.,2019,Uganda,0,Uganda,0.75,3,1,1,0,1,0,0,0,"gritty, roasty, rubbery",2.5,North America
1425,MaDe Atlantic City Chocolate Bar,,U.S.A.,2019,Ghana,0,Ghana,0.75,3,1,1,0,1,0,0,0,"gritty, cocoa base, ashey",2.75,North America
1426,Madecasse (Cinagra),,Madagascar,2008,Madagascar,1,Madagascar,0.67,5,1,1,0,1,1,1,0,"sandy, red berry, cocoa",3.5,Africa
1427,Madecasse (Cinagra),,Madagascar,2008,Madagascar,1,Madagascar,0.75,5,1,1,0,1,1,1,0,"sticky, bitter, nutty",3.5,Africa
1428,Madecasse (Cinagra),,Madagascar,2008,Madagascar,1,Madagascar,0.7,5,1,1,0,1,1,1,0,"sandy, woody, peanut butter",3.75,Africa
1429,Madecasse (Cinagra),,Madagascar,2008,Madagascar,1,Madagascar,0.63,5,1,1,0,1,1,1,0,"intense, nutty, cocoa",4.0,Africa
1430,Madhu,,U.S.A.,2021,Colombia,0,Tumaco,0.7,2,1,1,0,0,0,0,0,"very sticky, nutty, woody",2.5,North America
1431,Madre,,U.S.A.,2010,Mexico,0,"Chiapas, Triple Cacao",0.72,4,1,1,0,1,1,0,0,"raisiny, chewy",2.75,North America
1432,Madre,,U.S.A.,2011,Dominican Republic,0,Dominican,0.7,4,1,1,0,1,1,0,0,"sandy, sweet, strong vanilla",2.5,North America
1433,Madre,,U.S.A.,2011,Costa Rica,0,Upala,0.7,4,1,1,0,1,1,0,0,"sticky, strong vanilla, pepper",2.75,North America
1434,Madre,,U.S.A.,2012,U.S.A.,1,"Hawai'i Island, Hamakua Coast, Kokoleka",0.7,4,1,1,0,1,1,0,0,"creamy, vanilla, rich fruit",3.25,North America
1435,Madre,,U.S.A.,2012,U.S.A.,1,"Criollo, Hawaii",0.7,4,1,1,0,1,1,0,0,"creamy, burnt nuts, woody",3.25,North America
1436,Madre,,U.S.A.,2012,U.S.A.,1,Kaua'i Island,0.7,4,1,1,0,1,1,0,0,"vanilla, brownie, peanut",3.5,North America
1437,Madre,,U.S.A.,2013,Puerto Rico,0,Puerto Rico,0.7,4,1,1,0,1,1,0,0,"intense vanilla, swiss miss",2.75,North America
1438,Madre,,U.S.A.,2013,U.S.A.,1,"Hawai'i Island, Choobua, Kona",0.7,4,1,1,0,1,1,0,0,"fatty, vanilla, candy-like",2.75,North America
1439,Madre,,U.S.A.,2013,Mexico,0,"Xocunusco, Chiapas, Pichucalco",0.7,4,1,1,0,1,1,0,0,"vanilla, earthy, caramel",2.75,North America
1440,Madre,,U.S.A.,2013,Brazil,0,Brazil,0.7,4,1,1,0,1,1,0,0,"strong vanilla, nut, coffee",3.5,North America
1441,Madre,,U.S.A.,2017,Solomon Islands,0,Guadalcanal,0.73,2,1,1,0,0,0,0,0,"mild earthy, mild cocoa, nut",3.5,North America
1442,Maglio,,Italy,2008,Tanzania,0,Africa,0.75,4,1,1,0,1,1,0,0,"chalky, astringent, vanilla",2.0,Europe
1443,Maglio,,Italy,2008,Ecuador,0,Ecuador,0.7,4,1,1,0,0,1,1,0,"creamy, nutty, mass market",3.0,Europe
1444,Maglio,,Italy,2008,Cuba,0,Cuba,0.7,5,1,1,0,1,1,1,0,"nutty, cooling sensation",3.25,Europe
1445,Maglio,,Italy,2008,Dominican Republic,0,Santo Domingo,0.7,5,1,1,0,1,1,1,0,"creamy, hay, nutty",3.75,Europe
1446,Majani,,Italy,2010,Ecuador,0,Ecuador,0.7,4,1,1,0,1,0,1,0,"strong vanilla, some spice",2.0,Europe
1447,Malagasy (Chocolaterie Robert),,Madagascar,2007,Madagascar,1,Sambirano 2006,0.75,4,1,1,0,1,0,1,0,"cardboard, tea-like",2.75,Africa
1448,Malagasy (Chocolaterie Robert),,Madagascar,2007,Madagascar,1,Mora Mora 2006,0.73,4,1,1,0,1,0,1,0,"creamy, sublte grape notes",3.5,Africa
1449,Malagos,,Philippines,2013,Philippines,1,"Davao, Mt. Talamo foothills",0.65,5,1,1,0,1,1,1,0,"sandy, sweet, cocoa",3.5,Asia
1450,Malai,,Thailand,2018,Thailand,1,Chantaburi,0.7,3,1,0,1,1,0,0,0,"gummy, smokey, hammy",2.75,Asia
1451,Malie Kai (Guittard),,U.S.A.,2009,U.S.A.,1,"O'ahu Island, N. Shore, Waialua Estate",0.55,5,1,1,0,1,1,1,0,"sweet, vanilla, easter candy",2.75,North America
1452,Malie Kai (Guittard),,U.S.A.,2010,U.S.A.,1,"O'ahu Island, N. Shore, Waialua Estate w/ nibs",0.55,5,1,1,0,1,1,1,0,"creamy, crunchy, very sweet",3.5,North America
1453,Malmo,,Sweden,2016,Venezuela,0,Chuao,0.7,3,1,1,0,1,0,0,0,"hammy, unrecognizable",3.0,Europe
1454,Mana,,U.S.A.,2012,Dominican Republic,0,Conacado,0.74,3,1,1,0,1,0,0,0,"berry, nutty, sour",3.75,North America
1455,Mana,,U.S.A.,2014,Peru,0,Peru,0.74,3,1,1,0,1,0,0,0,"rubber, off medicinal",2.5,North America
1456,Mana,,U.S.A.,2014,Venezuela,0,Venezuela,0.74,3,1,1,0,1,0,0,0,"nutty, green",2.75,North America
1457,Mana,,U.S.A.,2015,Ecuador,0,"Ecuador, batch 1212",0.74,2,1,1,0,0,0,0,0,"soil, wet, off notes",2.5,North America
1458,Manifesto Cacao,,Colombia,2014,Colombia,1,Colombia,0.7,4,1,1,0,1,0,1,0,"muted, nutty",2.75,South America
